,Unnamed: 0,Y,X1,X2,X3,X4,X5,X6,Lat,Longi
835,836,11.67419361,11.18,49,3,0,0,0.028609096,38.010412,-121.325056
836,837,11.73566894,16.95,20,3,0,0,0.035912118,38.040112,-121.32847199999999
837,838,11.45105006,12.49,21,3,0,0,0.072856618,38.0237,-121.282776
838,839,11.7745202,16.45,9,4,1,0,0.076179854,38.027724,-121.280744
839,840,11.32659589,9.39,48,2,0,0,0.021078361,38.00452,-121.33088000000001
840,841,11.56171563,11.96,28,4,0,0,0.035420551,38.0264,-121.323816
841,842,12.23076526,21.23,20,4,0,0,0.008191768,37.982312,-121.33626399999999
842,843,11.96400108,16.16,52,3,1,1,0.02729003,37.974268,-121.312808
843,844,12.15477935,22.62,9,4,0,0,0.000914645,38.033908000000004,-121.365496
844,845,11.99843328,17.58,51,2,1,0,0.028723763,38.01044,-121.32494399999999
845,846,12.09514108,25.33,1,4,0,0,0.023984622999999997,38.053072,-121.34612
846,847,11.47210347,12.79,77,2,0,0,0.025752011,37.95876,-121.30859199999999
847,848,11.56171563,15.48,14,3,0,1,0.020553997,38.030368,-121.34120800000001
848,849,11.95440101,17.96,5,4,0,0,0.001452769,38.036768,-121.367152
849,850,11.72803684,15.38,16,4,0,1,0.019433089,38.02906,-121.34191200000001
850,851,11.28978191,9.6,16,3,0,1,0.049264586,37.996188000000004,-121.2976
851,852,11.450517999999999,10.64,0,3,1,1,0.079082323,37.982859999999995,-121.26068799999999
852,853,11.28978191,9.6,16,3,0,1,0.049245963,37.99622,-121.29763200000001
853,854,11.56646623,13.5,34,3,0,0,0.047006183,38.015712,-121.307392
854,855,11.26446411,9.6,70,2,0,0,0.065134484,37.973676,-121.27212800000001
855,856,11.92503512,20.0,9,4,1,0,0.061488628,38.010488,-121.28993600000001
856,857,11.76368418,13.92,36,3,1,1,0.002484909,38.002092,-121.355152
857,858,11.2245765,9.86,71,2,1,0,0.046004184000000004,37.978856,-121.29453600000001
